LOAN_NO,MEMBER_NAME,MOBILE_NUMBER,STATE,DISTRICT,RURAL_URBAN,PRODUCT,DISBURSEMENT_DATE,TENURE,TOTAL_INSTAL,PRINCIPAL_TOTAL,OUTSTANDING_PRINCIPAL,PRIN_COLLECTED,INT_COLLECTED,LAST_EMI,TOTAL_ARREAR,Total_EMI_Paid_Count,LAST_COLL_DATE,LAST_COLL_AMOUNT,OD_DAYS,OD_BUCKET,STATUS,TOTAL_INCOME,TOTAL_EXPENSE,FOIR,AGE,CYCLE,PAID_WITHIN_30D,AMOUNT_PAID_30D
LN1017222,Sunil Kumari,7648250113,Madhya Pradesh,Ujjain,RURAL,Agriculture Allied,2022-08-17,24,24,75000.00,40625.00,34375.00,6188.00,4625.00,37000.00,11,2023-08-11,4625.00,225,181-360,Write-Off,52990,32784,0.7060,44,1,0,0.00
LN1017223,Rani Patel,6837990500,Uttar Pradesh,Kanpur,RURAL,JLG,2023-07-27,12,12,25000.00,10417.00,14583.00,2625.00,2583.00,2583.00,7,2024-03-07,2583.00,13,0-30,Active,47278,19919,0.4760,22,2,1,2416.00
LN1017224,Vijay Devi,8407865913,West Bengal,Malda,URBAN,Micro-Enterprise,2022-05-18,24,24,75000.00,9375.00,65625.00,11813.00,4625.00,4625.00,21,2024-02-20,4625.00,19,0-30,Active,44017,28472,0.7519,54,5,1,4625.00
LN1017225,Santosh Paswan,6169118375,Rajasthan,Jaipur,RURAL,JLG,2023-04-03,36,36,25000.00,18750.00,6250.00,1125.00,1194.00,3582.00,9,2023-12-27,1194.00,82,61-90,Active,25019,18344,0.7809,36,3,0,0.00
LN1017226,Urmila Khatun,9996298399,West Bengal,North 24 Parganas,RURAL,Individual Loan,2023-02-26,36,36,30000.00,23333.00,6667.00,1200.00,1433.00,7165.00,8,2023-10-31,1433.00,139,91-180,NPA,27494,19925,0.7768,26,3,1,1433.00
LN1017227,Rekha Mondal,6250775401,Maharashtra,Aurangabad,URBAN,Micro-Enterprise,2023-04-03,18,18,60000.00,23333.00,36667.00,6600.00,4533.00,4533.00,11,2024-02-24,4533.00,23,0-30,Active,,,,51,4,1,4533.00
LN1017228,Radha Paswan,9354325776,Odisha,Mayurbhanj,RURAL,Individual Loan,2023-01-06,24,24,100000.00,41667.00,58333.00,10500.00,6167.00,6167.00,14,2024-02-16,6167.00,20,0-30,Active,20465,15716,1.0693,23,1,0,0.00
LN1017229,Sunita Kumari,7972850736,Maharashtra,Solapur,RURAL,JLG,2022-11-09,18,18,100000.00,27778.00,72222.00,13000.00,7556.00,22668.00,13,2024-01-12,7556.00,67,61-90,Active,48445,39073,0.9625,27,2,1,7556.00
LN1017230,Mukesh Devi,8860362420,Odisha,Puri,RURAL,Micro-Enterprise,2022-09-12,24,24,30000.00,8750.00,21250.00,3825.00,1850.00,1850.00,17,2024-02-26,1850.00,19,0-30,Active,63155,48675,0.8000,44,5,1,2446.00
LN1017231,Lalita Yadav,7121744563,Rajasthan,Kota,RURAL,Agriculture Allied,2022-11-26,18,18,30000.00,5000.00,25000.00,4500.00,2267.00,2267.00,15,2024-03-13,2267.00,12,0-30,Active,,,,22,5,1,2267.00
LN1017232,Rajesh Yadav,9486206541,Rajasthan,Jodhpur,URBAN,Agriculture Allied,2023-06-24,24,24,60000.00,40000.00,20000.00,3600.00,3700.00,3700.00,8,2024-02-16,3700.00,22,0-30,Active,56285,24199,0.4957,55,4,1,3700.00
LN1017233,Anil Begum,9369091060,Madhya Pradesh,Ujjain,RURAL,Micro-Enterprise,2023-02-18,36,36,75000.00,54167.00,20833.00,3750.00,3583.00,10749.00,10,2023-12-27,3583.00,74,61-90,Active,37104,25045,0.7716,43,5,1,3583.00
LN1017234,Vijay Paswan,7303929477,Rajasthan,Jaipur,RURAL,Micro-Enterprise,2022-08-09,36,36,25000.00,11806.00,13194.00,2375.00,1194.00,1194.00,19,2024-03-09,1194.00,9,0-30,Active,37415,29000,0.8070,40,2,1,606.00
LN1017235,Manju Manjhi,8623103936,Bihar,Muzaffarpur,RURAL,JLG,2023-06-03,36,36,40000.00,32222.00,7778.00,1400.00,1911.00,5733.00,7,2024-01-14,1911.00,65,61-90,Active,55941,35613,0.6708,55,4,1,1911.00
LN1017236,Mukesh Mondal,7497675177,Bihar,Muzaffarpur,RURAL,Individual Loan,2022-07-10,24,24,50000.00,12500.00,37500.00,6750.00,3083.00,9249.00,18,2024-01-07,3083.00,71,61-90,Active,38431,19103,0.5773,38,4,1,5421.00
LN1017237,Anita Gupta,8753348822,West Bengal,South 24 Parganas,RURAL,Micro-Enterprise,2023-12-07,36,36,50000.00,47222.00,2778.00,500.00,2389.00,2389.00,2,2024-02-20,2389.00,21,0-30,Active,15501,9532,0.7690,33,1,1,2389.00
LN1017238,Lalita Begum,6301848267,Rajasthan,Bikaner,RURAL,JLG,2023-07-15,36,36,40000.00,32222.00,7778.00,1400.00,1911.00,1911.00,7,2024-03-04,1911.00,22,0-30,Active,59168,28894,0.5206,51,2,1,1911.00
LN1017239,Manju Bai,8214695270,Maharashtra,Nashik,RURAL,Agriculture Allied,2023-06-05,12,12,40000.00,23333.00,16667.00,3000.00,4133.00,20665.00,5,2023-10-14,4133.00,149,91-180,Active,60884,43230,0.7779,41,5,1,4133.00
LN1017240,Rekha Manjhi,7756617063,Bihar,Bhagalpur,RURAL,JLG,2023-09-15,18,18,75000.00,66667.00,8333.00,1500.00,5667.00,22668.00,2,2023-12-03,5667.00,110,91-180,Active,17527,12940,1.0616,50,3,0,0.00
LN1017241,Sarita Singh,6260383948,West Bengal,Malda,RURAL,JLG,2022-12-22,36,36,50000.00,30556.00,19444.00,3500.00,2389.00,2389.00,14,2024-02-29,2389.00,13,0-30,Active,37442,18674,0.5626,51,3,1,2389.00
LN1017242,Sunil Bai,8533675653,Bihar,Muzaffarpur,RURAL,Agriculture Allied,2023-05-26,12,12,60000.00,15000.00,45000.00,8100.00,6200.00,6200.00,9,2024-03-10,6200.00,3,0-30,Active,20460,13492,0.9625,57,4,1,6200.00
LN1017243,Manju Pandey,6246143850,West Bengal,Murshidabad,RURAL,Agriculture Allied,2023-05-08,18,18,25000.00,18056.00,6944.00,1250.00,1889.00,9445.00,5,2023-10-27,1889.00,138,91-180,Active,34452,15165,0.4950,48,4,0,0.00
LN1017244,Anil Manjhi,7959891217,Bihar,Muzaffarpur,RURAL,Micro-Enterprise,2021-09-18,36,36,75000.00,18750.00,56250.00,10125.00,3583.00,10749.00,27,2023-12-11,3583.00,87,61-90,Active,30004,16532,0.6704,28,1,1,3583.00
LN1017245,Rekha Kaur,7743528117,Maharashtra,Amravati,RURAL,JLG,2023-11-05,36,36,40000.00,38889.00,1111.00,200.00,1911.00,5733.00,1,2023-12-26,1911.00,71,61-90,Active,59401,34878,0.6193,29,4,1,2026.00
LN1017246,Geeta Roy,8308356028,Rajasthan,Kota,RURAL,Individual Loan,2022-10-21,18,18,25000.00,2778.00,22222.00,4000.00,1889.00,1889.00,16,2024-02-10,1889.00,27,0-30,Active,47073,38820,0.8648,31,5,1,1889.00
LN1017247,Sunil Devi,7494219272,Rajasthan,Kota,RURAL,Micro-Enterprise,2023-01-17,18,18,50000.00,36111.00,13889.00,2500.00,3778.00,34002.00,5,2023-07-10,3778.00,248,181-360,Active,31056,16929,0.6668,49,4,1,3778.00
LN1017248,Meena Begum,6337140951,Odisha,Ganjam,RURAL,JLG,2023-05-26,12,12,30000.00,12500.00,17500.00,3150.00,3100.00,9300.00,7,2024-01-17,3100.00,62,61-90,Active,20555,12518,0.7598,22,4,1,3100.00
LN1017249,Geeta Singh,7807989163,Uttar Pradesh,Prayagraj,RURAL,JLG,2023-10-27,12,12,100000.00,83333.00,16667.00,3000.00,10333.00,30999.00,2,2024-01-09,10333.00,72,61-90,Active,39086,16151,0.6776,21,2,1,10014.00
LN1017250,Meena Paswan,9411813339,Rajasthan,Jaipur,RURAL,Micro-Enterprise,2022-07-26,24,24,100000.00,20833.00,79167.00,14250.00,6167.00,6167.00,19,2024-02-21,6167.00,23,0-30,Active,52441,30507,0.6993,58,3,1,6167.00
LN1017251,Rekha Gupta,8345951740,West Bengal,Nadia,RURAL,Micro-Enterprise,2023-05-14,24,24,75000.00,46875.00,28125.00,5063.00,4625.00,4625.00,9,2024-03-03,4625.00,20,0-30,Active,,,,44,5,1,4625.00
LN1017252,Ramesh Khatun,8394115458,West Bengal,Murshidabad,RURAL,Micro-Enterprise,2022-12-14,18,18,30000.00,6667.00,23333.00,4200.00,2267.00,2267.00,14,2024-02-26,2267.00,9,0-30,Active,16709,7533,0.5865,24,3,1,2267.00
LN1017253,Kavita Devi,9381804128,Uttar Pradesh,Bareilly,RURAL,Micro-Enterprise,2023-04-08,24,24,40000.00,45275.00,13333.00,2400.00,2467.00,7401.00,8,2024-01-01,2467.00,81,61-90,Active,17154,8250,0.6248,28,3,1,2467.00
LN1017254,Vijay Pandey,7222153063,West Bengal,North 24 Parganas,RURAL,Individual Loan,2023-06-10,18,18,40000.00,37778.00,2222.00,400.00,3022.00,24176.00,1,2023-08-13,3022.00,219,181-360,Write-Off,56223,43972,0.8359,31,1,0,0.00
LN1017255,Manoj Gupta,8318528096,Maharashtra,Amravati,RURAL,Micro-Enterprise,2022-11-04,18,18,60000.00,10000.00,50000.00,9000.00,4533.00,9066.00,15,2024-02-11,4533.00,41,31-60,Active,55651,32295,0.6618,24,4,0,0.00
LN1017256,Dinesh Bai,7871217890,Maharashtra,Nashik,RURAL,Agriculture Allied,2022-10-04,36,36,75000.00,39583.00,35417.00,6375.00,3583.00,3583.00,17,2024-03-14,3583.00,12,0-30,Active,17516,12009,0.8902,23,2,0,0.00
LN1017257,Sarita Verma,6929296834,Odisha,Puri,RURAL,Micro-Enterprise,2023-06-22,24,24,50000.00,57366.00,0.00,0.00,3083.00,33913.00,0,2023-05-12,3083.00,309,181-360,NPA,15959,9456,0.7857,28,5,0,0.00
LN1017258,Suresh Verma,8398498184,Uttar Pradesh,Varanasi,RURAL,Agriculture Allied,2022-07-24,24,24,60000.00,15000.00,45000.00,8100.00,3700.00,7400.00,18,2024-01-29,3700.00,42,31-60,Active,19202,14592,0.9526,22,5,1,3700.00
LN1017259,Santosh Khatun,8626648485,West Bengal,Nadia,RURAL,Individual Loan,2022-12-05,18,18,75000.00,12500.00,62500.00,11250.00,5667.00,5667.00,15,2024-03-06,5667.00,7,0-30,Active,41595,34033,0.9544,23,2,1,3106.00
LN1017260,Guddi Bai,7391008423,West Bengal,Hooghly,RURAL,Individual Loan,2023-09-26,12,12,100000.00,58333.00,41667.00,7500.00,10333.00,10333.00,5,2024-03-22,10333.00,4,0-30,Active,19796,12828,1.1700,31,3,1,8512.00
LN1017261,Suresh Sharma,9201784802,Maharashtra,Nashik,RURAL,JLG,2023-05-10,36,36,50000.00,37500.00,12500.00,2250.00,2389.00,2389.00,9,2024-02-21,2389.00,28,0-30,Active,63715,48683,0.8016,45,4,1,2389.00
LN1017262,Rajesh Kumari,6546252164,Bihar,Purnia,RURAL,Micro-Enterprise,2023-01-16,36,36,100000.00,63889.00,36111.00,6500.00,4778.00,4778.00,13,2024-03-01,4778.00,6,0-30,Active,50921,25971,0.6039,41,4,1,4778.00
LN1017263,Sunil Sharma,7762061952,Bihar,Purnia,RURAL,JLG,2022-07-08,36,36,60000.00,26667.00,33333.00,6000.00,2867.00,2867.00,20,2024-02-20,,20,0-30,Active,20163,11991,0.7369,42,5,1,2867.00
LN1017264,Geeta Tiwari,7878662919,Maharashtra,Nagpur,URBAN,JLG,2023-04-09,24,24,50000.00,33333.00,16667.00,3000.00,3083.00,9249.00,8,2023-12-25,3083.00,75,61-90,Active,45005,18131,0.4714,56,5,1,4621.00
LN1017265,Lalita Devi,9469851116,Maharashtra,Nagpur,RURAL,JLG,2023-11-29,12,12,75000.00,75000.00,0.00,0.00,7750.00,54250.00,0,2023-08-26,7750.00,201,181-360,Write-Off,20839,10995,0.8995,37,3,0,0.00
LN1017266,Kavita Kumari,6285682837,Tamil Nadu,Madurai,URBAN,Individual Loan,2023-03-03,18,18,75000.00,29167.00,45833.00,8250.00,5667.00,11334.00,11,2024-02-11,5667.00,42,31-60,Active,53793,26583,0.5995,52,5,1,4428.00
LN1017267,Shanti Das,8770227647,Maharashtra,Nagpur,RURAL,Agriculture Allied,2023-04-10,12,12,50000.00,8333.00,41667.00,7500.00,5167.00,5167.00,10,2024-03-19,5167.00,4,0-30,Active,64259,29365,0.5374,29,5,1,5167.00
LN1017268,Sunita Das,7633017287,Uttar Pradesh,Varanasi,RURAL,Individual Loan,2023-06-13,24,24,25000.00,25000.00,0.00,0.00,1542.00,21588.00,0,2023-02-18,1542.00,397,360+,NPA,28237,15533,0.6047,27,5,0,0.00
LN1017269,Kavita Paswan,8944100291,Odisha,Khordha,URBAN,Agriculture Allied,2023-05-02,24,24,100000.00,66667.00,33333.00,6000.00,6167.00,18501.00,8,2023-12-29,6167.00,68,61-90,Active,44747,26708,0.7347,56,2,1,6167.00
LN1017270,Sunil Devi,9131586858,West Bengal,North 24 Parganas,RURAL,Micro-Enterprise,2023-03-01,24,24,40000.00,33333.00,6667.00,1200.00,2467.00,22203.00,4,2023-07-08,2467.00,256,181-360,Write-Off,42291,25054,0.6508,36,1,0,0.00
LN1017271,Pooja Sharma,8682577454,Maharashtra,Nashik,RURAL,JLG,2022-12-23,24,24,75000.00,43750.00,31250.00,5625.00,4625.00,23125.00,10,2023-10-20,4625.00,142,91-180,Active,52908,33867,0.7275,53,1,1,4625.00
LN1017272,Santosh Patel,6434918019,Tamil Nadu,Salem,URBAN,Agriculture Allied,2023-03-23,12,12,30000.00,7500.00,22500.00,4050.00,3100.00,9300.00,9,2024-01-06,3100.00,77,61-90,Active,34255,24100,0.7940,27,1,1,3100.00
LN1017273,Lalita Begum,8909043896,West Bengal,Malda,RURAL,Individual Loan,2022-07-02,36,36,60000.00,43333.00,16667.00,3000.00,2867.00,31537.00,10,2023-05-18,2867.00,313,181-360,NPA,48204,37398,0.8353,50,5,1,2867.00
LN1017274,Vijay Kumari,7983101418,Odisha,Cuttack,URBAN,Individual Loan,2023-02-18,12,12,40000.00,10000.00,30000.00,5400.00,4133.00,12399.00,9,2023-12-28,4133.00,75,61-90,Active,34996,25093,0.8351,53,4,1,4133.00
LN1017275,Kiran Roy,8418396486,Rajasthan,Jaipur,URBAN,JLG,2023-07-12,24,24,75000.00,71875.00,3125.00,563.00,4625.00,32375.00,1,2023-08-24,4625.00,199,181-360,Active,16211,11113,0.9708,32,3,0,0.00
LN1017276,Manoj Tiwari,8220922892,Maharashtra,Aurangabad,RURAL,JLG,2023-02-25,12,12,100000.00,16667.00,83333.00,15000.00,10333.00,20666.00,10,2024-01-26,10333.00,41,31-60,Active,45114,31442,0.9260,25,2,1,18581.00
LN1017277,Rani Pandey,8102943366,Odisha,Ganjam,RURAL,Individual Loan,2022-06-17,36,36,25000.00,11111.00,13889.00,2500.00,1194.00,1194.00,20,2024-02-27,1194.00,23,0-30,Active,61198,25985,0.4441,23,3,1,871.00
LN1017278,Santosh Mahto,9470764114,Uttar Pradesh,Gorakhpur,RURAL,Micro-Enterprise,2023-05-21,12,12,40000.00,10000.00,30000.00,5400.00,4133.00,4133.00,9,2024-03-05,4133.00,1,0-30,Active,22022,9065,0.5993,52,4,1,4133.00
LN1017279,Radha Bai,8999174881,Odisha,Balasore,URBAN,Micro-Enterprise,2022-08-09,24,24,40000.00,8333.00,31667.00,5700.00,2467.00,2467.00,19,2024-02-17,2467.00,28,0-30,Active,51142,39554,0.8217,58,1,1,2467.00
LN1017280,Shanti Singh,6330846505,Maharashtra,Nashik,RURAL,Agriculture Allied,2023-06-02,24,24,60000.00,45000.00,15000.00,2700.00,3700.00,14800.00,6,2023-11-15,3700.00,120,91-180,Active,30193,16850,0.6806,42,1,0,0.00
LN1017281,Anita Verma,7832318222,Uttar Pradesh,Lucknow,RURAL,Agriculture Allied,2023-08-14,24,24,50000.00,39583.00,10417.00,1875.00,3083.00,6166.00,5,2024-01-21,3083.00,58,31-60,Active,32103,16392,0.6066,51,1,0,0.00
LN1017282,Radha Bai,7282818991,West Bengal,North 24 Parganas,URBAN,Agriculture Allied,2021-08-12,36,36,100000.00,19444.00,80556.00,14500.00,4778.00,14334.00,29,2024-01-12,4778.00,68,61-90,Active,61549,48422,0.8644,37,5,1,4778.00
LN1017283,Kiran Yadav,9699244775,Bihar,Muzaffarpur,RURAL,Individual Loan,2023-07-14,12,12,50000.00,20833.00,29167.00,5250.00,5167.00,5167.00,7,2024-03-02,5167.00,8,0-30,Active,50792,41869,0.9261,26,2,1,6645.00
LN1017284,Anita Das,9887825209,Odisha,Khordha,RURAL,Agriculture Allied,2023-07-05,36,36,40000.00,31111.00,8889.00,1600.00,1911.00,1911.00,8,2024-02-22,1911.00,30,0-30,Active,46300,32549,0.7443,52,1,1,1911.00
LN1017285,Rani Singh,8879911232,Madhya Pradesh,Ujjain,RURAL,Agriculture Allied,2022-07-11,36,36,60000.00,30000.00,30000.00,5400.00,2867.00,5734.00,18,2024-01-29,2867.00,39,31-60,Active,40187,32866,0.8892,48,4,1,2867.00
LN1017286,Kiran Yadav,043-2098887,Bihar,Darbhanga,RURAL,Agriculture Allied,2023-09-26,12,12,75000.00,43750.00,31250.00,5625.00,7750.00,7750.00,5,2024-02-19,7750.00,30,0-30,Active,35898,27148,0.9721,26,3,1,7750.00
LN1017287,Aarti Manjhi,6153950915,Bihar,Darbhanga,RURAL,Micro-Enterprise,2022-04-04,36,36,40000.00,14444.00,25556.00,4600.00,1911.00,1911.00,23,2024-02-25,1911.00,11,0-30,Active,,,,54,3,1,1911.00
LN1017288,Radha Singh,6468576623,Rajasthan,Ajmer,RURAL,Individual Loan,2023-06-30,18,18,60000.00,33333.00,26667.00,4800.00,4533.00,4533.00,8,2024-02-25,4533.00,25,0-30,Active,59645,50059,0.9153,50,1,1,5956.00
LN1017289,Rekha Tiwari,6735934955,Odisha,Cuttack,URBAN,Individual Loan,2022-10-03,24,24,40000.00,15000.00,25000.00,4500.00,2467.00,7401.00,15,2024-01-09,2467.00,65,61-90,Active,64939,29886,0.4982,24,1,1,4032.00
LN1017290,Meena Roy,6213074364,Madhya Pradesh,Gwalior,RURAL,Individual Loan,2021-04-28,36,36,60000.00,3333.00,56667.00,10200.00,2867.00,2867.00,34,2024-03-02,2867.00,14,0-30,Active,59721,50486,0.8934,45,5,1,2867.00
LN1017291,Sarita Roy,9517647805,Rajasthan,Kota,URBAN,JLG,2022-09-28,24,24,75000.00,43750.00,31250.00,5625.00,4625.00,37000.00,10,2023-07-23,4625.00,230,181-360,NPA,26693,11987,0.6223,34,1,0,0.00
LN1017292,Sunita Roy,8486902141,Odisha,Balasore,URBAN,JLG,2023-06-21,12,12,100000.00,83333.00,16667.00,3000.00,10333.00,72331.00,2,2023-08-30,10333.00,205,181-360,NPA,25860,11566,0.8468,57,4,0,0.00
LN1017293,Rajesh Mahto,8363451786,Bihar,Bhagalpur,RURAL,JLG,2022-12-10,18,18,60000.00,13333.00,46667.00,8400.00,4533.00,4533.00,14,2024-02-24,4533.00,23,0-30,Active,15043,9127,0.9081,23,5,1,4533.00
LN1017294,Manju Singh,9201369502,West Bengal,North 24 Parganas,RURAL,Agriculture Allied,2023-09-13,12,12,60000.00,40000.00,20000.00,3600.00,6200.00,12400.00,4,2024-02-09,6200.00,43,31-60,Active,54996,29479,0.6488,56,1,1,10452.00
LN1017295,Sarita Mondal,7553461784,Odisha,Balasore,URBAN,Micro-Enterprise,2023-11-17,12,12,25000.00,22917.00,2083.00,375.00,2583.00,7749.00,1,2024-01-15,2583.00,71,61-90,Active,60919,39346,0.6883,32,4,1,2583.00
LN1017296,Rajesh Khatun,9963025511,West Bengal,North 24 Parganas,RURAL,Agriculture Allied,2023-11-20,36,36,40000.00,40000.00,0.00,0.00,1911.00,11466.00,0,2023-09-26,1911.00,166,91-180,Active,30160,21988,0.7924,55,5,1,1911.00
LN1017297,Vijay Paswan,7280840113,Maharashtra,Pune,RURAL,JLG,2023-03-09,24,24,100000.00,54167.00,45833.00,8250.00,6167.00,6167.00,11,2024-02-27,6167.00,28,0-30,Active,36376,16357,0.6192,55,5,1,6167.00
LN1017298,Manju Khatun,6839930117,West Bengal,Malda,RURAL,JLG,2023-04-22,36,36,50000.00,36111.00,13889.00,2500.00,2389.00,2389.00,10,2024-02-22,2389.00,15,0-30,Active,64245,37167,0.6157,28,4,1,4570.00
LN1017299,Rekha Verma,9372202542,Maharashtra,Aurangabad,URBAN,JLG,2023-01-06,18,18,60000.00,30000.00,30000.00,5400.00,4533.00,27198.00,9,2023-09-15,4533.00,179,91-180,Active,16187,9606,0.8735,48,5,1,4533.00
LN1017300,Anita Kumari,8833361737,Maharashtra,Solapur,URBAN,Agriculture Allied,2023-07-11,12,12,100000.00,41667.00,58333.00,10500.00,10333.00,10333.00,7,2024-02-22,10333.00,16,0-30,Active,36848,30032,1.0954,43,3,1,10333.00
LN1017301,Meena Devi,61856059,Tamil Nadu,Tiruchirappalli,URBAN,JLG,2021-05-21,36,36,50000.00,6944.00,43056.00,7750.00,2389.00,7167.00,31,2024-01-07,2389.00,73,61-90,Active,56699,29750,0.5668,58,1,1,2795.00
LN1017302,Sunita Tiwari,8912639058,Uttar Pradesh,Bareilly,RURAL,Agriculture Allied,2023-07-31,12,12,50000.00,20833.00,29167.00,5250.00,5167.00,5167.00,7,2024-02-25,5167.00,25,0-30,Active,32638,14293,0.5962,49,1,1,5167.00
LN1017303,Meena Tiwari,6209471046,Madhya Pradesh,Jabalpur,RURAL,Agriculture Allied,2022-04-10,24,24,60000.00,2500.00,57500.00,10350.00,3700.00,3700.00,23,2024-03-08,3700.00,12,0-30,Active,55365,26578,0.5469,33,1,1,3700.00
LN1017304,Anil Mahto,6626596044,West Bengal,South 24 Parganas,URBAN,Individual Loan,2023-09-05,36,36,30000.00,26667.00,3333.00,600.00,1433.00,2866.00,4,2024-02-15,1433.00,34,31-60,Active,37781,26430,0.7375,53,4,1,1433.00
LN1017305,Guddi Yadav,8600769761,Tamil Nadu,Salem,RURAL,Agriculture Allied,2022-09-09,18,18,40000.00,2222.00,37778.00,6800.00,3022.00,3022.00,17,2024-03-13,3022.00,11,0-30,Active,48713,34052,0.7611,54,5,1,3022.00
LN1017306,Rajesh Patel,7816677401,Uttar Pradesh,Varanasi,RURAL,Agriculture Allied,2023-04-29,18,18,75000.00,70833.00,4167.00,750.00,5667.00,56670.00,1,2023-05-24,5667.00,290,181-360,Write-Off,33067,17069,0.6876,47,4,0,0.00
LN1017307,Geeta Manjhi,9265986471,Madhya Pradesh,Gwalior,RURAL,Agriculture Allied,2023-04-10,18,18,50000.00,44444.00,5556.00,1000.00,3778.00,34002.00,2,2023-07-20,3778.00,242,181-360,Active,32644,16653,0.6259,23,4,0,0.00
LN1017308,Mukesh Paswan,6875157238,Tamil Nadu,Madurai,URBAN,Agriculture Allied,2023-06-11,18,18,25000.00,15278.00,9722.00,1750.00,1889.00,3778.00,7,2024-01-27,1889.00,50,31-60,Active,21794,9398,0.5179,44,4,1,1889.00
LN1017309,Ramesh Pandey,7218968064,Bihar,Samastipur,RURAL,JLG,2023-07-28,18,18,60000.00,65090.00,0.00,0.00,4533.00,45330.00,0,2023-06-02,4533.00,295,181-360,Active,35973,18336,0.6357,34,2,0,0.00
LN1017310,Guddi Singh,7366182083,Odisha,Khordha,RURAL,Agriculture Allied,2023-04-14,12,12,75000.00,12500.00,62500.00,11250.00,7750.00,7750.00,10,2024-03-24,,1,0-30,Active,46934,31136,0.8285,47,1,1,7750.00
LN1017311,Suresh Paswan,6862197609,Maharashtra,Amravati,RURAL,Agriculture Allied,2022-12-30,36,36,30000.00,19167.00,10833.00,1950.00,1433.00,2866.00,13,2024-02-05,1433.00,44,31-60,Active,44343,25114,0.5987,53,3,1,1433.00
LN1017312,Geeta Mahto,8521495444,Rajasthan,Udaipur,RURAL,JLG,2023-03-05,18,18,100000.00,38889.00,61111.00,11000.00,7556.00,15112.00,11,2024-01-29,7556.00,39,31-60,Active,46385,20559,0.6061,26,2,1,7556.00
LN1017313,Shanti Paswan,9781715281,Maharashtra,Pune,URBAN,Micro-Enterprise,2023-09-15,12,12,25000.00,25000.00,0.00,0.00,2583.00,25830.00,0,2023-05-28,2583.00,285,181-360,Active,40536,29327,0.7872,26,2,0,0.00
LN1017314,Manju Kumari,6577419749,Uttar Pradesh,Lucknow,RURAL,Agriculture Allied,2023-01-21,36,36,25000.00,15972.00,9028.00,1625.00,1194.00,1194.00,13,2024-02-22,1194.00,14,0-30,Active,56953,37455,0.6786,52,5,1,1194.00
LN1017315,Radha Pandey,7653725137,Madhya Pradesh,Gwalior,RURAL,Micro-Enterprise,2022-03-06,36,36,60000.00,23333.00,36667.00,6600.00,2867.00,8601.00,22,2023-12-30,2867.00,83,61-90,Active,49449,20596,0.4745,23,3,1,2867.00
LN1017316,Sarita Yadav,9175037312,Maharashtra,Solapur,RURAL,JLG,2023-10-13,12,12,75000.00,75000.00,0.00,0.00,7750.00,131750.00,0,2022-11-30,7750.00,482,360+,Active,54619,22324,0.5506,32,5,0,0.00
LN1017317,Sarita Tiwari,9175258329,Uttar Pradesh,Prayagraj,RURAL,Individual Loan,2023-04-29,12,12,60000.00,60000.00,0.00,0.00,6200.00,68200.00,0,2023-05-15,6200.00,311,181-360,Active,39698,33440,0.9985,39,4,0,0.00
LN1017318,Ramesh Pandey,6655409680,Uttar Pradesh,Lucknow,RURAL,Individual Loan,2023-01-06,36,36,100000.00,66667.00,33333.00,6000.00,4778.00,14334.00,12,2023-12-11,4778.00,86,61-90,Active,26697,16650,0.8026,35,4,1,4778.00
LN1017319,Rani Das,6349965281,Maharashtra,Solapur,RURAL,Individual Loan,2022-11-20,18,18,30000.00,8333.00,21667.00,3900.00,2267.00,6801.00,13,2023-12-26,2267.00,84,61-90,Active,41619,32483,0.8350,37,3,1,3067.00
LN1017320,Meena Manjhi,6203191404,Uttar Pradesh,Bareilly,RURAL,Micro-Enterprise,2023-09-04,18,18,25000.00,18056.00,6944.00,1250.00,1889.00,1889.00,5,2024-02-22,1889.00,26,0-30,Active,16360,8959,0.6631,53,1,1,1889.00
LN1017321,Manju Sharma,7612216244,Uttar Pradesh,Lucknow,RURAL,JLG,2022-01-16,36,36,100000.00,50000.00,50000.00,9000.00,4778.00,38224.00,18,2023-08-22,4778.00,213,181-360,Active,,,,34,3,0,0.00
LN1017322,Anita Yadav,6965450943,Maharashtra,Nagpur,RURAL,Agriculture Allied,2023-11-12,36,36,100000.00,94444.00,5556.00,1000.00,4778.00,9556.00,2,2024-01-22,4778.00,47,31-60,Active,51837,31817,0.7060,53,1,1,8423.00
LN1017323,Anil Devi,7192621887,Rajasthan,Kota,URBAN,Micro-Enterprise,2023-04-13,18,18,60000.00,33333.00,26667.00,4800.00,4533.00,13599.00,8,2024-01-09,4533.00,63,61-90,Active,46267,29611,0.7380,34,5,1,7148.00
LN1017324,Ramesh Das,7218920091,Maharashtra,Amravati,RURAL,Micro-Enterprise,2023-08-27,36,36,75000.00,75000.00,0.00,0.00,3583.00,32247.00,0,2023-07-17,3583.00,248,181-360,Active,47899,36870,0.8445,34,4,1,3583.00
LN1017325,Santosh Das,6787366592,Tamil Nadu,Thanjavur,RURAL,Micro-Enterprise,2021-09-15,36,36,30000.00,18333.00,11667.00,2100.00,1433.00,22928.00,14,2022-11-23,1433.00,476,360+,Write-Off,36302,20839,0.6135,36,4,1,1433.00
LN1017326,Anita Pandey,7944468703,Maharashtra,Aurangabad,RURAL,Agriculture Allied,2023-10-16,18,18,25000.00,19444.00,5556.00,1000.00,1889.00,1889.00,4,2024-03-11,1889.00,15,0-30,Active,48621,28364,0.6222,23,2,1,1889.00
